FALSE,en.wikipedia.org/wiki/HMS_Bellerophon_(1786),ENGLISH
FALSE,de.wikipedia.org/wiki/Attentat_von_Sarajevo,GERMAN
FALSE,en.wikipedia.org/wiki/Frank_the_Baptist,ENGLISH
FALSE,en.wikipedia.org/wiki/Spiral_Shadow,ENGLISH
FALSE,es.wikipedia.org/wiki/Hiroshi_Yamashiro,SPANISH
FALSE,es.wikipedia.org/wiki/Par%C3%A8,SPANISH
FALSE,en.wikipedia.org/wiki/Ryan_International_Noida,ENGLISH
FALSE,es.wikipedia.org/wiki/Beecher_(Wisconsin),SPANISH
FALSE,es.wikipedia.org/wiki/Varelito,SPANISH
FALSE,en.wikipedia.org/wiki/Columbia_Journal_of_Transnational_Law,ENGLISH
FALSE,en.wikipedia.org/wiki/Seven_Hours_of_Violence,ENGLISH
FALSE,es.wikipedia.org/wiki/Cunco_(estaci%C3%B3n),SPANISH
FALSE,es.wikipedia.org/wiki/FON,SPANISH
FALSE,en.wikipedia.org/wiki/Orion_(manga),ENGLISH
FALSE,es.wikipedia.org/wiki/Heraclea_P%C3%B3ntica,SPANISH
FALSE,es.wikipedia.org/wiki/Best_Friends_(canci%C3%B3n_de_Raven-Symon%C3%A9),SPANISH
FALSE,ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D9%86%D9%8A,ARABIC
FALSE,ar.wikipedia.org/wiki/%D9%84%D8%B3%D8%A7%D9%86%D9%8A_%D8%A7%D9%84%D8%B4%D9%8A%D8%B1%D8%A7%D8%B2%D9%8A,ARABIC
FALSE,fr.wikipedia.org/wiki/%C3%89douard_S%C3%A9guin,FRENCH
FALSE,fr.wikipedia.org/wiki/Saint-Gervais-en-Valli%C3%A8re,FRENCH
FALSE,fr.wikipedia.org/wiki/Communaut%C3%A9_rurale_de_Keur_Momar_Sarr,FRENCH
FALSE,fr.wikipedia.org/wiki/Raz_de_mar%C3%A9e_de_mars_709,FRENCH
FALSE,de.wikipedia.org/wiki/Gert-Peter_Reichert,GERMAN
FALSE,de.wikipedia.org/wiki/Johannes_Hanselmann,GERMAN
FALSE,de.wikipedia.org/wiki/StadtBauKultur_NRW,GERMAN
FALSE,de.wikipedia.org/wiki/Derrick_De_Marney,GERMAN
FALSE,pt.wikipedia.org/wiki/Acaena_tasmanica,PORTUGUESE
FALSE,pt.wikipedia.org/wiki/Diego_Dom%C3%ADnguez_(ator),PORTUGUESE
FALSE,pt.wikipedia.org/wiki/Sierra_de_Luna,PORTUGUESE
FALSE,pt.wikipedia.org/wiki/Rio_Ca%C5%9Fin_(R%C3%A2ul_Negru),PORTUGUESE
FALSE,fi.wikipedia.org/wiki/Arizona_Cardinals,FINNISH
FALSE,fi.wikipedia.org/wiki/Pietarin_l%C3%A4%C3%A4ketieteellinen_valtionyliopisto,FINNISH
FALSE,fi.wikipedia.org/wiki/Inkiv%C3%A4%C3%A4ri,FINNISH
FALSE,fi.wikipedia.org/wiki/Daping_Qin,FINNISH
FALSE,no.wikipedia.org/wiki/HFC_Haarlem,NORWEGIAN
FALSE,no.wikipedia.org/wiki/Giovanni_Battista_Tiepolo,NORWEGIAN
FALSE,no.wikipedia.org/wiki/Edmond_Cloetens,NORWEGIAN
FALSE,no.wikipedia.org/wiki/Burry_Stander,NORWEGIAN
FALSE,it.wikipedia.org/wiki/Badia_di_Santa_Maria_della_Neve,ITALIAN
FALSE,it.wikipedia.org/wiki/UAE_Football_League_2007-2008,ITALIAN
FALSE,it.wikipedia.org/wiki/Les_Trois_Vall%C3%A9es,ITALIAN
FALSE,it.wikipedia.org/wiki/Legio_III_Italica,ITALIAN
FALSE,nl.wikipedia.org/wiki/Baryceros_persimilis,DUTCH
FALSE,nl.wikipedia.org/wiki/NGC_1035,DUTCH
FALSE,nl.wikipedia.org/wiki/Raphidophallus_actuosus,DUTCH
FALSE,nl.wikipedia.org/wiki/Neohirasea_asperatus,DUTCH
FALSE,da.wikipedia.org/wiki/Moritz_Schmidt,DANISH
FALSE,da.wikipedia.org/wiki/Kasper_Kesje,DANISH
FALSE,da.wikipedia.org/wiki/Birmingham_Airport,DANISH
FALSE,da.wikipedia.org/wiki/Hybris,DANISH
FALSE,sv.wikipedia.org/wiki/Denticetopsis_praecox,SWEDISH
FALSE,sv.wikipedia.org/wiki/Dasyhelea_korfoensis,SWEDISH
FALSE,sv.wikipedia.org/wiki/Nereis_serrata,SWEDISH
FALSE,sv.wikipedia.org/wiki/Empis_exotica,SWEDISH
FALSE,eo.wikipedia.org/wiki/Ta%C4%9D-Mahalo,ESPERANTO
FALSE,eo.wikipedia.org/wiki/Granda_Londono,ESPERANTO
FALSE,eo.wikipedia.org/wiki/Kunmadaras,ESPERANTO
FALSE,eo.wikipedia.org/wiki/Volno_(%C4%9Cankoja_distrikto),ESPERANTO
FALSE,ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%A8%D0%B2%D0%B5%D0%B9%D1%86%D0%B0%D1%80%D0%B8%D0%B8,RUSSIAN
FALSE,ru.wikipedia.org/wiki/%D0%9A%D1%8E%D0%BD%D1%81%D0%B8%D1%85%D0%B0%D1%80%D0%B0,RUSSIAN
FALSE,ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%BF%D0%BE_(%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BB%D1%83%D0%B1),RUSSIAN
FALSE,uk.wikipedia.org/wiki/%D0%A2%D1%83%D0%B7%D0%B0%D0%BA,UKRAINIAN
FALSE,uk.wikipedia.org/wiki/%D0%A4%D1%80%D1%96%D1%86_%D1%84%D0%BE%D0%BD_%D0%A8%D0%BE%D0%BB%D1%8C%D1%86,UKRAINIAN
FALSE,uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD%D0%B8_%D0%BF%D1%80%D0%BE_%D1%82%D0%B8%D0%BC%D1%87%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D0%B9_%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%BD%D0%B8%D0%B9_%D1%83%D1%81%D1%82%D1%80%D1%96%D0%B9_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8,UKRAINIAN
FALSE,uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BD%D0%B5_%D0%B2%D1%96%D0%B4%D1%85%D0%B8%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F,UKRAINIAN
FALSE,af.wikipedia.org/wiki/Inus_Bester,AFRIKAANS
FALSE,af.wikipedia.org/wiki/Knapdaarhoogte,AFRIKAANS
FALSE,af.wikipedia.org/wiki/Gelling,AFRIKAANS
FALSE,af.wikipedia.org/wiki/Egiptiese_Dodeboek,AFRIKAANS
FALSE,vi.wikipedia.org/wiki/Jordanoleiopus_ruwenzorii,VIETNAMESE
FALSE,vi.wikipedia.org/wiki/Senecio_niveus,VIETNAMESE
FALSE,vi.wikipedia.org/wiki/Sinophorus_xanthostomus,VIETNAMESE
FALSE,vi.wikipedia.org/wiki/Venasca,VIETNAMESE
FALSE,bs.wikipedia.org/wiki/Julija_Timo%C5%A1enko,BOSNIAN
FALSE,bs.wikipedia.org/wiki/Teritorijalna_odbrana,BOSNIAN
FALSE,bs.wikipedia.org/wiki/Innsbruck,BOSNIAN
FALSE,bs.wikipedia.org/wiki/NGC_4441,BOSNIAN
FALSE,cs.wikipedia.org/wiki/Represe_(genetika),CZECH
FALSE,cs.wikipedia.org/wiki/Geomarketing,CZECH
FALSE,cs.wikipedia.org/wiki/Jan_%C4%8Cerno,CZECH
FALSE,cs.wikipedia.org/wiki/Uher%C4%8Dice,CZECH
FALSE,gl.wikipedia.org/wiki/Sem%C3%A1ntica_gramatical,GAELIC
FALSE,gl.wikipedia.org/wiki/Gran_Teatro_La_Fenice,GAELIC
FALSE,pl.wikipedia.org/wiki/Halowe_mistrzostwa_Europy_w_lekkoatletyce,POLISH
FALSE,pl.wikipedia.org/wiki/Janusz_Krzy%C5%BCewski_(prawnik),POLISH
FALSE,pl.wikipedia.org/wiki/Tamarrud,POLISH
FALSE,pl.wikipedia.org/wiki/(15890)_Prachatice,POLISH
FALSE,sr.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BA%D0%B0_(%D0%9A%D1%80%D0%B0%D1%99%D0%B5%D0%B2%D0%BE),SERBIAN
FALSE,sr.wikipedia.org/wiki/%D0%90%D0%BB%D0%B1%D0%BE%D1%80%D0%B0%D0%BD,SERBIAN
FALSE,sr.wikipedia.org/wiki/Florens_Mo_i_D%C5%BEin_Rankin,SERBIAN
FALSE,sr.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D0%B0,SERBIAN
FALSE,sw.wikipedia.org/wiki/31,SWAHILI
FALSE,sw.wikipedia.org/wiki/Kibaha,SWAHILI
FALSE,sw.wikipedia.org/wiki/Bomu_ardhini,SWAHILI
FALSE,cy.wikipedia.org/wiki/Carnedd_gron_y_Darren,WELSH
FALSE,cy.wikipedia.org/wiki/Corachedd,WELSH
FALSE,cy.wikipedia.org/wiki/971,WELSH
FALSE,tl.wikipedia.org/wiki/Simon_Pegg,TAGALOG
FALSE,tl.wikipedia.org/wiki/NYK-TDG_Maritime_Academy,TAGALOG
FALSE,tl.wikipedia.org/wiki/Landessternwarte_Heidelberg-K%C3%B6nigstuhl,TAGALOG
FALSE,el.wikipedia.org/wiki/%CE%9C%CE%AC%CE%B9%CF%81%CE%B1_%CE%9D%CE%AF%CE%BA%CE%BF%CE%BB%CF%83%CE%BF%CE%BD,GREEK
FALSE,el.wikipedia.org/wiki/%CE%A7%CF%81%CE%AE%CF%83%CF%84%CE%BF%CF%82_%CE%9A%CE%B1%CF%84%CF%83%CE%B9%CE%B3%CE%B9%CE%AC%CE%BD%CE%BD%CE%B7%CF%82,GREEK
FALSE,el.wikipedia.org/wiki/%CE%9C%CE%AC%CF%87%CE%B7_%CF%84%CE%B7%CF%82_%CE%A1%CE%AD%CE%BA%CE%B1%CF%82,GREEK
FALSE,ar.wikipedia.org/wiki/%D8%AD%D9%88%D8%B3%D8%A8%D8%A9_%D9%81%D8%A7%D8%A6%D9%82%D8%A9,ARABIC
FALSE,ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%8A%D8%A7_%D9%85%D8%A7%D8%B1%D9%8A,ARABIC
FALSE,ar.wikipedia.org/wiki/%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9_%D9%85%D9%88%D9%84_(%D9%84%D9%88%D9%86%D8%BA_%D9%81%D9%8A%D9%84),ARABIC
FALSE,ar.wikipedia.org/wiki/%D9%82%D8%B7_%D8%A7%D9%84%D8%B2%D8%A8%D8%A7%D8%AF,ARABIC
FALSE,ckb.wikipedia.org/wiki/%D8%A6%D8%A7%DA%AF%D8%B1,KURDISH
FALSE,ckb.wikipedia.org/wiki/%D8%AE%D9%88%D9%88%DA%AF,KURDISH
FALSE,ckb.wikipedia.org/wiki/%D9%84%D8%A7_%D9%84%DB%8C%DA%AF%D8%A7,KURDISH
FALSE,ckb.wikipedia.org/wiki/%D8%AE%D9%88%DB%8E%D9%86%D8%A8%DB%86%D8%B1%DB%8C,KURDISH
